data,ano,mes,dia,fenomeno_climatico,precipitacao_mm,temperatura_c,umidade_percent,vento_kmh,pressao_hpa,estacao
2020-12-03,2020,12,3,La Niña Moderada,41.2,26.3,77.2,11.9,1011.0,Transição
2020-12-04,2020,12,4,La Niña Moderada,41.2,25.8,87.3,23.8,1010.2,Transição
2020-12-05,2020,12,5,La Niña Moderada,0.0,26.7,77.4,17.7,1014.0,Transição
2020-12-06,2020,12,6,La Niña Moderada,125.6,26.4,68.8,23.3,1012.3,Transição
2020-12-07,2020,12,7,La Niña Moderada,35.6,26.4,90.2,18.0,1011.4,Transição
2020-12-08,2020,12,8,La Niña Moderada,199.9,26.1,80.7,13.0,1011.5,Transição
2020-12-09,2020,12,9,La Niña Moderada,92.7,27.2,78.4,37.8,1009.2,Transição
2020-12-10,2020,12,10,La Niña Moderada,135.0,27.8,80.1,32.7,1012.4,Transição
2020-12-11,2020,12,11,La Niña Moderada,119.6,26.9,66.8,17.7,1016.4,Transição
2020-12-12,2020,12,12,La Niña Moderada,193.7,27.5,77.9,9.3,1015.5,Transição
2020-12-13,2020,12,13,La Niña Moderada,157.4,26.2,71.6,18.5,1009.5,Transição
2020-12-14,2020,12,14,La Niña Moderada,183.0,26.9,75.9,27.2,1015.1,Transição
2020-12-15,2020,12,15,La Niña Moderada,117.5,26.7,78.8,15.5,1009.1,Transição
2020-12-16,2020,12,16,La Niña Moderada,66.4,26.2,76.6,12.4,1015.5,Transição
2020-12-17,2020,12,17,La Niña Moderada,150.3,25.8,82.1,13.3,1014.1,Transição
2020-12-18,2020,12,18,La Niña Moderada,125.9,26.2,83.5,12.6,1013.1,Transição
2020-12-19,2020,12,19,La Niña Moderada,57.5,25.0,73.9,13.5,1011.8,Transição
2020-12-20,2020,12,20,La Niña Moderada,62.8,26.0,68.6,19.4,1012.3,Transição
2020-12-21,2020,12,21,La Niña Moderada,61.3,26.7,79.4,31.9,1010.6,Transição
2020-12-22,2020,12,22,La Niña Moderada,127.6,24.6,76.7,13.1,1018.3,Transição
2020-12-23,2020,12,23,La Niña Moderada,154.9,25.3,79.6,12.3,1015.9,Transição
2020-12-24,2020,12,24,La Niña Moderada,9.7,26.4,80.3,14.6,1012.4,Transição
2020-12-25,2020,12,25,La Niña Moderada,24.5,26.9,94.4,19.9,1011.0,Transição
2020-12-26,2020,12,26,La Niña Moderada,54.4,26.9,86.9,28.7,1012.7,Transição
2020-12-27,2020,12,27,La Niña Moderada,65.8,26.7,74.7,17.9,1013.4,Transição
2020-12-28,2020,12,28,La Niña Moderada,92.9,26.0,76.7,20.2,1009.1,Transição
2020-12-29,2020,12,29,La Niña Moderada,96.1,26.9,76.4,17.2,1010.7,Transição
2020-12-30,2020,12,30,La Niña Moderada,174.1,26.3,78.6,22.7,1008.0,Transição
2020-12-31,2020,12,31,La Niña Moderada,31.8,25.8,76.5,19.4,1013.5,Transição
2021-01-01,2021,1,1,La Niña Forte,134.9,25.9,91.2,20.7,1008.4,Transição
2021-01-02,2021,1,2,La Niña Forte,94.6,27.1,77.4,29.6,1009.7,Transição
2021-01-03,2021,1,3,La Niña Forte,35.6,26.3,77.9,15.4,1010.2,Transição
2021-01-04,2021,1,4,La Niña Forte,43.3,26.6,70.9,26.8,1015.6,Transição
2021-01-05,2021,1,5,La Niña Forte,62.2,26.3,85.4,10.2,1010.4,Transição
2021-01-06,2021,1,6,La Niña Forte,233.1,26.3,75.7,13.5,1014.4,Transição
2021-01-07,2021,1,7,La Niña Forte,152.0,25.5,80.6,12.7,1010.2,Transição
2021-01-08,2021,1,8,La Niña Forte,47.2,25.4,79.6,21.6,1013.4,Transição
2021-01-09,2021,1,9,La Niña Forte,149.2,25.4,85.4,13.0,1007.7,Transição
2021-01-10,2021,1,10,La Niña Forte,50.8,25.5,79.4,15.0,1011.8,Transição
2021-01-11,2021,1,11,La Niña Forte,23.4,26.3,77.2,19.7,1009.1,Transição
2021-01-12,2021,1,12,La Niña Forte,61.2,25.7,86.9,11.3,1004.4,Transição
2021-01-13,2021,1,13,La Niña Forte,32.1,25.6,83.4,21.4,1011.4,Transição
2021-01-14,2021,1,14,La Niña Forte,37.7,25.7,76.3,33.2,1012.0,Transição
2021-01-15,2021,1,15,La Niña Forte,114.9,24.7,76.1,13.9,1012.4,Transição
2021-01-16,2021,1,16,La Niña Forte,23.0,27.0,76.1,12.4,1007.0,Transição
2021-01-17,2021,1,17,La Niña Forte,95.6,25.8,80.7,11.0,1016.5,Transição
2021-01-18,2021,1,18,La Niña Forte,124.1,25.4,80.8,19.1,1009.9,Transição
2021-01-19,2021,1,19,La Niña Forte,55.4,26.2,79.2,13.5,1011.9,Transição
2021-01-20,2021,1,20,La Niña Forte,32.4,24.8,74.4,34.4,1012.1,Transição
2021-01-21,2021,1,21,La Niña Forte,67.5,25.9,85.8,13.8,1012.3,Transição
2021-01-22,2021,1,22,La Niña Forte,164.7,25.6,85.3,14.6,1020.1,Transição
2021-01-23,2021,1,23,La Niña Forte,143.9,26.3,77.7,17.7,1014.6,Transição
2021-01-24,2021,1,24,La Niña Forte,233.9,25.5,71.7,10.1,1017.4,Transição
2021-01-25,2021,1,25,La Niña Forte,132.8,26.5,78.5,12.7,1015.4,Transição
2021-01-26,2021,1,26,La Niña Forte,0.0,26.3,82.1,11.0,1006.2,Transição
2021-01-27,2021,1,27,La Niña Forte,84.8,26.2,88.5,16.9,1007.8,Transição
2021-01-28,2021,1,28,La Niña Forte,205.3,26.3,76.4,19.3,1009.7,Transição
2021-01-29,2021,1,29,La Niña Forte,183.6,27.0,81.7,24.6,1013.9,Transição
2021-01-30,2021,1,30,La Niña Forte,173.4,25.6,67.9,19.6,1013.1,Transição
2021-01-31,2021,1,31,La Niña Forte,122.3,26.3,74.9,12.7,1014.0,Transição
2021-02-01,2021,2,1,La Niña Forte,395.0,26.3,76.4,21.5,1009.0,Chuvosa
2021-02-02,2021,2,2,La Niña Forte,331.4,26.6,82.3,16.3,1017.6,Chuvosa
2021-02-03,2021,2,3,La Niña Forte,95.7,26.3,83.2,22.3,1014.7,Chuvosa
2021-02-04,2021,2,4,La Niña Forte,401.9,26.8,82.2,18.6,1013.4,Chuvosa
2021-02-05,2021,2,5,La Niña Forte,244.4,25.2,72.1,12.6,1011.7,Chuvosa
2021-02-06,2021,2,6,La Niña Forte,543.0,27.0,86.7,17.8,1015.3,Chuvosa
2021-02-07,2021,2,7,La Niña Forte,215.1,27.5,78.3,9.4,1009.1,Chuvosa
2021-02-08,2021,2,8,La Niña Forte,88.3,25.7,81.0,19.7,1005.8,Chuvosa
2021-02-09,2021,2,9,La Niña Forte,204.8,26.2,77.8,12.5,1012.8,Chuvosa
2021-02-10,2021,2,10,La Niña Forte,62.1,25.3,80.6,15.2,1009.4,Chuvosa
2021-02-11,2021,2,11,La Niña Forte,366.6,25.3,86.5,19.1,1009.1,Chuvosa
2021-02-12,2021,2,12,La Niña Forte,605.7,25.1,72.6,9.2,1012.2,Chuvosa
2021-02-13,2021,2,13,La Niña Forte,248.3,27.0,75.3,14.7,1011.6,Chuvosa
2021-02-14,2021,2,14,La Niña Forte,112.5,27.0,84.3,15.3,1014.8,Chuvosa
2021-02-15,2021,2,15,La Niña Forte,71.2,26.7,85.5,20.6,1013.8,Chuvosa
2021-02-16,2021,2,16,La Niña Forte,158.3,25.5,81.6,22.2,1008.7,Chuvosa
2021-02-17,2021,2,17,La Niña Forte,68.9,26.8,78.2,13.1,1009.2,Chuvosa
2021-02-18,2021,2,18,La Niña Forte,490.7,26.6,72.5,25.9,1013.0,Chuvosa
2021-02-19,2021,2,19,La Niña Forte,164.1,26.7,70.9,18.1,1017.2,Chuvosa
2021-02-20,2021,2,20,La Niña Forte,81.8,27.4,83.4,22.1,1007.3,Chuvosa
2021-02-21,2021,2,21,La Niña Forte,234.7,26.9,82.5,14.8,1012.9,Chuvosa
2021-02-22,2021,2,22,La Niña Forte,380.6,25.9,77.1,26.1,1013.7,Chuvosa
2021-02-23,2021,2,23,La Niña Forte,237.5,26.1,78.8,20.9,1007.0,Chuvosa
2021-02-24,2021,2,24,La Niña Forte,360.4,25.7,80.8,13.6,1010.5,Chuvosa
2021-02-25,2021,2,25,La Niña Forte,183.0,26.9,76.2,12.7,1007.0,Chuvosa
2021-02-26,2021,2,26,La Niña Forte,519.3,25.8,80.2,12.0,1013.2,Chuvosa
2021-02-27,2021,2,27,La Niña Forte,473.1,25.8,82.2,14.4,1011.6,Chuvosa
2021-02-28,2021,2,28,La Niña Forte,171.6,25.9,80.3,9.5,1009.5,Chuvosa
2021-03-01,2021,3,1,La Niña Forte,381.2,27.0,86.6,14.0,1010.7,Chuvosa
2021-03-02,2021,3,2,La Niña Forte,790.4,26.5,88.8,12.4,1007.8,Chuvosa
2021-03-03,2021,3,3,La Niña Forte,57.0,26.3,76.9,22.1,1014.1,Chuvosa
2021-03-04,2021,3,4,La Niña Forte,96.8,27.2,83.5,9.2,1012.0,Chuvosa
2021-03-05,2021,3,5,La Niña Forte,353.5,26.3,73.7,32.5,1014.6,Chuvosa
2021-03-06,2021,3,6,La Niña Forte,403.1,26.9,83.1,12.3,1009.3,Chuvosa
2021-03-07,2021,3,7,La Niña Forte,277.8,25.9,80.1,10.8,1016.0,Chuvosa
2021-03-08,2021,3,8,La Niña Forte,99.4,25.9,73.8,18.3,1015.0,Chuvosa
2021-03-09,2021,3,9,La Niña Forte,371.4,27.6,84.8,13.8,1012.5,Chuvosa
2021-03-10,2021,3,10,La Niña Forte,275.3,26.7,88.0,12.9,1013.5,Chuvosa
2021-03-11,2021,3,11,La Niña Forte,179.4,25.6,86.8,22.3,1010.6,Chuvosa
2021-03-12,2021,3,12,La Niña Forte,354.5,26.2,80.6,14.0,1014.9,Chuvosa
2021-03-13,2021,3,13,La Niña Forte,371.9,26.6,80.6,18.9,1014.5,Chuvosa
2021-03-14,2021,3,14,La Niña Forte,128.2,26.0,83.5,26.0,1007.1,Chuvosa
2021-03-15,2021,3,15,La Niña Forte,102.0,27.1,84.3,12.1,1018.6,Chuvosa
2021-03-16,2021,3,16,La Niña Forte,83.4,27.1,75.2,14.1,1009.4,Chuvosa
2021-03-17,2021,3,17,La Niña Forte,184.5,27.8,83.5,13.6,1010.1,Chuvosa
2021-03-18,2021,3,18,La Niña Forte,170.4,26.9,86.1,14.5,1009.1,Chuvosa
2021-03-19,2021,3,19,La Niña Forte,113.8,26.7,71.9,15.0,1015.5,Chuvosa
2021-03-20,2021,3,20,La Niña Forte,307.1,27.0,72.7,24.9,1012.7,Chuvosa
2021-03-21,2021,3,21,La Niña Forte,721.2,26.0,78.7,25.9,1012.1,Chuvosa
2021-03-22,2021,3,22,La Niña Forte,107.0,26.6,74.8,25.6,1017.2,Chuvosa
2021-03-23,2021,3,23,La Niña Forte,116.6,27.9,79.1,12.7,1014.8,Chuvosa
2021-03-24,2021,3,24,La Niña Forte,228.5,27.3,76.3,26.1,1010.3,Chuvosa
2021-03-25,2021,3,25,La Niña Forte,229.3,26.6,83.1,14.7,1012.3,Chuvosa
2021-03-26,2021,3,26,La Niña Forte,24.9,26.3,80.5,28.9,1011.1,Chuvosa
2021-03-27,2021,3,27,La Niña Forte,445.6,26.6,86.2,11.6,1015.4,Chuvosa
2021-03-28,2021,3,28,La Niña Forte,147.6,27.9,81.1,12.3,1009.5,Chuvosa
2021-03-29,2021,3,29,La Niña Forte,340.2,27.1,80.5,32.1,1009.4,Chuvosa
2021-03-30,2021,3,30,La Niña Forte,194.8,26.1,78.0,29.3,1008.6,Chuvosa
2021-03-31,2021,3,31,La Niña Forte,72.0,26.9,84.7,23.6,1010.8,Chuvosa
2021-04-01,2021,4,1,La Niña Forte,193.1,26.5,81.4,16.8,1009.2,Chuvosa
2021-04-02,2021,4,2,La Niña Forte,77.9,26.3,85.5,10.8,1014.4,Chuvosa
2021-04-03,2021,4,3,La Niña Forte,204.2,27.8,82.6,24.7,1011.3,Chuvosa
2021-04-04,2021,4,4,La Niña Forte,417.3,27.6,76.9,13.7,1013.0,Chuvosa
2021-04-05,2021,4,5,La Niña Forte,197.0,26.2,85.2,31.5,1014.5,Chuvosa
2021-04-06,2021,4,6,La Niña Forte,306.9,26.8,87.1,22.8,1010.8,Chuvosa
2021-04-07,2021,4,7,La Niña Forte,199.5,26.2,86.3,19.8,1014.0,Chuvosa
2021-04-08,2021,4,8,La Niña Forte,336.2,26.7,83.0,11.9,1012.2,Chuvosa
2021-04-09,2021,4,9,La Niña Forte,495.1,27.1,80.0,16.7,1013.0,Chuvosa
2021-04-10,2021,4,10,La Niña Forte,321.6,27.0,77.2,15.5,1008.6,Chuvosa
2021-04-11,2021,4,11,La Niña Forte,720.6,25.0,86.4,22.2,1011.1,Chuvosa
2021-04-12,2021,4,12,La Niña Forte,399.0,26.5,84.5,15.4,1012.2,Chuvosa
2021-04-13,2021,4,13,La Niña Forte,455.9,27.6,79.2,17.6,1017.4,Chuvosa
2021-04-14,2021,4,14,La Niña Forte,270.2,26.7,79.1,23.5,1012.0,Chuvosa
2021-04-15,2021,4,15,La Niña Forte,369.1,26.7,84.9,18.2,1011.3,Chuvosa
2021-04-16,2021,4,16,La Niña Forte,23.7,26.2,77.8,10.0,1013.4,Chuvosa
2021-04-17,2021,4,17,La Niña Forte,138.2,27.2,72.0,14.2,1007.4,Chuvosa
2021-04-18,2021,4,18,La Niña Forte,279.0,27.6,74.9,17.6,1015.4,Chuvosa
2021-04-19,2021,4,19,La Niña Forte,348.7,26.3,83.3,19.6,1013.8,Chuvosa
2021-04-20,2021,4,20,La Niña Forte,57.6,27.1,81.6,12.2,1013.2,Chuvosa
2021-04-21,2021,4,21,La Niña Forte,226.2,27.2,84.3,27.8,1014.2,Chuvosa
2021-04-22,2021,4,22,La Niña Forte,536.0,25.9,77.6,18.4,1015.5,Chuvosa
2021-04-23,2021,4,23,La Niña Forte,196.5,26.7,78.2,14.5,1010.7,Chuvosa
2021-04-24,2021,4,24,La Niña Forte,427.4,27.7,84.3,20.7,1012.9,Chuvosa
2021-04-25,2021,4,25,La Niña Forte,344.7,27.1,79.4,29.9,1014.5,Chuvosa
2021-04-26,2021,4,26,La Niña Forte,376.6,25.5,75.4,13.6,1013.4,Chuvosa
2021-04-27,2021,4,27,La Niña Forte,86.9,26.4,80.6,18.4,1010.1,Chuvosa
2021-04-28,2021,4,28,La Niña Forte,364.4,26.6,79.7,24.3,1009.0,Chuvosa
2021-04-29,2021,4,29,La Niña Forte,144.2,27.9,73.8,21.6,1010.6,Chuvosa
2021-04-30,2021,4,30,La Niña Forte,519.2,26.6,77.1,15.2,1002.3,Chuvosa
2021-05-01,2021,5,1,La Niña Forte,319.9,26.5,81.0,9.3,1010.9,Chuvosa
2021-05-02,2021,5,2,La Niña Forte,182.8,27.9,78.8,16.4,1016.6,Chuvosa
2021-05-03,2021,5,3,La Niña Forte,46.0,28.3,85.5,13.7,1012.0,Chuvosa
2021-05-04,2021,5,4,La Niña Forte,186.7,27.2,76.3,11.2,1010.5,Chuvosa
2021-05-05,2021,5,5,La Niña Forte,185.6,27.0,89.3,16.0,1014.4,Chuvosa
2021-05-06,2021,5,6,La Niña Forte,325.2,26.8,76.8,17.5,1011.7,Chuvosa
2021-05-07,2021,5,7,La Niña Forte,275.4,27.0,80.1,11.8,1014.6,Chuvosa
2021-05-08,2021,5,8,La Niña Forte,397.4,27.3,85.0,18.0,1009.2,Chuvosa
2021-05-09,2021,5,9,La Niña Forte,49.3,27.2,72.7,17.5,1001.1,Chuvosa
2021-05-10,2021,5,10,La Niña Forte,391.8,27.3,84.2,12.0,1014.9,Chuvosa
2021-05-11,2021,5,11,La Niña Forte,204.7,28.0,74.2,21.4,1013.2,Chuvosa
2021-05-12,2021,5,12,La Niña Forte,74.8,27.8,80.5,13.1,1007.7,Chuvosa
2021-05-13,2021,5,13,La Niña Forte,41.5,27.2,79.1,27.5,1010.8,Chuvosa
2021-05-14,2021,5,14,La Niña Forte,323.0,26.8,72.7,17.0,1014.7,Chuvosa
2021-05-15,2021,5,15,La Niña Forte,383.0,26.5,81.5,20.4,1012.3,Chuvosa
2021-05-16,2021,5,16,La Niña Forte,36.3,27.6,80.6,12.0,1010.4,Chuvosa
2021-05-17,2021,5,17,La Niña Forte,60.6,26.1,71.8,12.5,1010.7,Chuvosa
2021-05-18,2021,5,18,La Niña Forte,196.7,27.2,83.5,13.4,1011.8,Chuvosa
2021-05-19,2021,5,19,La Niña Forte,67.5,25.9,76.7,9.0,1008.6,Chuvosa
2021-05-20,2021,5,20,La Niña Forte,476.9,26.6,81.4,16.8,1012.6,Chuvosa
2021-05-21,2021,5,21,La Niña Forte,115.6,27.6,73.8,12.4,1012.7,Chuvosa
2021-05-22,2021,5,22,La Niña Forte,52.7,26.5,73.3,16.1,1019.1,Chuvosa
2021-05-23,2021,5,23,La Niña Forte,28.9,26.0,78.6,17.2,1008.1,Chuvosa
2021-05-24,2021,5,24,La Niña Forte,245.1,27.3,79.8,12.0,1009.6,Chuvosa
2021-05-25,2021,5,25,La Niña Forte,416.3,26.2,83.8,21.8,1015.5,Chuvosa
2021-05-26,2021,5,26,La Niña Forte,137.9,27.1,84.1,13.4,1013.0,Chuvosa
2021-05-27,2021,5,27,La Niña Forte,60.8,27.5,73.7,31.9,1006.6,Chuvosa
2021-05-28,2021,5,28,La Niña Forte,274.2,26.7,79.1,19.8,1014.5,Chuvosa
2021-05-29,2021,5,29,La Niña Forte,104.3,27.3,68.6,16.4,1011.5,Chuvosa
2021-05-30,2021,5,30,La Niña Forte,125.4,27.5,82.8,11.2,1012.9,Chuvosa
2021-05-31,2021,5,31,La Niña Forte,35.8,27.4,70.1,21.0,1010.8,Chuvosa
2021-06-01,2021,6,1,La Niña Forte,295.0,27.3,81.3,20.3,1015.9,Transição
2021-06-02,2021,6,2,La Niña Forte,42.3,28.1,72.6,14.1,1010.5,Transição
2021-06-03,2021,6,3,La Niña Forte,43.4,26.5,79.9,12.7,1016.0,Transição
2021-06-04,2021,6,4,La Niña Forte,147.6,28.9,70.4,17.1,1013.5,Transição
2021-06-05,2021,6,5,La Niña Forte,181.1,27.6,78.0,24.2,1008.5,Transição
2021-06-06,2021,6,6,La Niña Forte,96.9,27.1,86.0,19.9,1010.4,Transição
2021-06-07,2021,6,7,La Niña Forte,32.1,27.8,79.5,13.7,1012.3,Transição
2021-06-08,2021,6,8,La Niña Forte,176.7,27.8,73.5,19.7,1014.7,Transição
2021-06-09,2021,6,9,La Niña Forte,219.6,27.6,93.5,15.6,1013.4,Transição
2021-06-10,2021,6,10,La Niña Forte,184.7,28.3,75.6,13.8,1015.6,Transição
2021-06-11,2021,6,11,La Niña Forte,132.8,26.6,81.5,15.6,1012.0,Transição
2021-06-12,2021,6,12,La Niña Forte,120.8,27.3,80.1,14.6,1010.5,Transição
2021-06-13,2021,6,13,La Niña Forte,111.2,27.4,91.3,16.8,1015.6,Transição
2021-06-14,2021,6,14,La Niña Forte,121.4,27.7,82.7,11.7,1017.3,Transição
2021-06-15,2021,6,15,La Niña Forte,198.2,26.9,81.8,17.8,1011.1,Transição
2021-06-16,2021,6,16,La Niña Forte,204.5,27.9,74.3,10.6,1011.7,Transição
2021-06-17,2021,6,17,La Niña Forte,136.3,26.7,81.5,28.8,1007.0,Transição
2021-06-18,2021,6,18,La Niña Forte,173.9,27.3,80.5,21.4,1011.6,Transição
2021-06-19,2021,6,19,La Niña Forte,197.8,26.0,80.9,17.2,1016.0,Transição
2021-06-20,2021,6,20,La Niña Forte,130.5,26.4,80.0,28.4,1014.8,Transição
2021-06-21,2021,6,21,La Niña Forte,180.1,26.8,69.3,16.5,1012.0,Transição
2021-06-22,2021,6,22,La Niña Forte,11.3,28.0,82.6,14.7,1013.6,Transição
2021-06-23,2021,6,23,La Niña Forte,66.9,27.0,79.9,15.1,1013.4,Transição
2021-06-24,2021,6,24,La Niña Forte,116.4,26.2,87.6,14.9,1012.1,Transição
2021-06-25,2021,6,25,La Niña Forte,218.6,27.0,78.0,10.7,1007.8,Transição
2021-06-26,2021,6,26,La Niña Forte,155.0,26.4,69.7,11.6,1011.4,Transição
2021-06-27,2021,6,27,La Niña Forte,95.7,27.2,85.8,13.1,1015.1,Transição
2021-06-28,2021,6,28,La Niña Forte,139.6,27.9,72.1,10.3,1008.2,Transição
2021-06-29,2021,6,29,La Niña Forte,55.9,27.1,75.9,14.4,1012.1,Transição
2021-06-30,2021,6,30,La Niña Forte,19.8,27.9,72.8,13.6,1011.5,Transição
2021-07-01,2021,7,1,La Niña Forte,94.8,26.8,73.3,26.2,1013.2,Seca
2021-07-02,2021,7,2,La Niña Forte,198.2,28.2,83.3,11.6,1009.6,Seca
2021-07-03,2021,7,3,La Niña Forte,189.3,28.0,72.3,20.6,1016.3,Seca
2021-07-04,2021,7,4,La Niña Forte,86.9,27.3,80.1,13.2,1009.5,Seca
2021-07-05,2021,7,5,La Niña Forte,113.1,28.0,73.3,28.9,1013.7,Seca
2021-07-06,2021,7,6,La Niña Forte,144.3,28.1,80.0,20.4,1012.3,Seca
2021-07-07,2021,7,7,La Niña Forte,31.7,27.3,78.4,14.4,1011.2,Seca
2021-07-08,2021,7,8,La Niña Forte,104.9,27.0,82.1,15.9,1016.5,Seca
2021-07-09,2021,7,9,La Niña Forte,29.8,27.6,74.0,13.2,1017.0,Seca
2021-07-10,2021,7,10,La Niña Forte,58.6,27.3,87.7,18.3,1011.2,Seca
2021-07-11,2021,7,11,La Niña Forte,38.8,26.3,84.7,22.7,1012.2,Seca
2021-07-12,2021,7,12,La Niña Forte,26.2,28.0,84.2,27.0,1016.1,Seca
2021-07-13,2021,7,13,La Niña Forte,0.0,28.0,82.9,19.2,1006.6,Seca
2021-07-14,2021,7,14,La Niña Forte,53.6,27.0,82.8,12.0,1009.0,Seca
2021-07-15,2021,7,15,La Niña Forte,178.1,28.0,88.0,10.3,1011.2,Seca
2021-07-16,2021,7,16,La Niña Forte,32.0,27.3,72.3,40.0,1012.9,Seca
2021-07-17,2021,7,17,La Niña Forte,122.8,26.4,74.6,20.6,1010.4,Seca
2021-07-18,2021,7,18,La Niña Forte,184.5,28.2,88.3,24.2,1011.9,Seca
2021-07-19,2021,7,19,La Niña Forte,62.6,28.0,85.0,27.4,1017.3,Seca
2021-07-20,2021,7,20,La Niña Forte,22.5,27.9,83.5,17.0,1002.7,Seca
2021-07-21,2021,7,21,La Niña Forte,58.2,28.2,79.5,13.7,1013.7,Seca
2021-07-22,2021,7,22,La Niña Forte,32.7,26.6,78.2,29.8,1012.7,Seca
2021-07-23,2021,7,23,La Niña Forte,42.8,26.1,80.5,12.7,1011.7,Seca
2021-07-24,2021,7,24,La Niña Forte,2.9,27.4,71.2,17.6,1007.0,Seca
2021-07-25,2021,7,25,La Niña Forte,54.5,28.2,63.5,15.3,1005.9,Seca
2021-07-26,2021,7,26,La Niña Forte,60.4,27.7,75.8,25.5,1013.9,Seca
2021-07-27,2021,7,27,La Niña Forte,11.6,27.9,81.5,19.2,1013.1,Seca
2021-07-28,2021,7,28,La Niña Forte,63.7,27.1,79.8,17.4,1018.5,Seca
2021-07-29,2021,7,29,La Niña Forte,65.0,27.9,74.5,10.7,1012.7,Seca
2021-07-30,2021,7,30,La Niña Forte,46.3,28.6,82.0,9.0,1009.7,Seca
2021-07-31,2021,7,31,La Niña Forte,113.9,28.4,76.3,15.4,1009.3,Seca
2021-08-01,2021,8,1,La Niña Forte,19.0,27.6,86.2,18.3,1013.2,Seca
2021-08-02,2021,8,2,La Niña Forte,76.6,27.4,84.0,12.9,1012.1,Seca
2021-08-03,2021,8,3,La Niña Forte,17.2,28.0,70.3,18.3,1011.4,Seca
2021-08-04,2021,8,4,La Niña Forte,0.0,27.6,80.1,20.1,1008.5,Seca
2021-08-05,2021,8,5,La Niña Forte,55.7,27.9,77.3,20.5,1012.1,Seca
2021-08-06,2021,8,6,La Niña Forte,9.4,27.7,82.5,18.0,1009.4,Seca
2021-08-07,2021,8,7,La Niña Forte,7.0,27.2,84.3,13.2,1015.0,Seca
2021-08-08,2021,8,8,La Niña Forte,69.6,28.1,83.5,9.5,1016.5,Seca
2021-08-09,2021,8,9,La Niña Forte,32.8,26.4,76.3,13.6,1011.7,Seca
2021-08-10,2021,8,10,La Niña Forte,0.0,27.9,83.4,18.6,1016.7,Seca
2021-08-11,2021,8,11,La Niña Forte,23.1,27.1,84.6,20.0,1012.6,Seca
2021-08-12,2021,8,12,La Niña Forte,18.0,26.5,76.5,20.0,1013.2,Seca
2021-08-13,2021,8,13,La Niña Forte,13.8,27.2,78.8,14.0,1014.9,Seca
2021-08-14,2021,8,14,La Niña Forte,0.0,27.5,80.5,19.0,1012.3,Seca
2021-08-15,2021,8,15,La Niña Forte,35.4,28.1,83.3,20.8,1009.1,Seca
2021-08-16,2021,8,16,La Niña Forte,1.3,27.8,80.3,14.8,1015.8,Seca
2021-08-17,2021,8,17,La Niña Forte,3.4,28.6,66.5,16.6,1013.6,Seca
2021-08-18,2021,8,18,La Niña Forte,45.7,29.7,81.7,19.3,1009.1,Seca
2021-08-19,2021,8,19,La Niña Forte,33.2,27.0,85.9,17.1,1016.0,Seca
2021-08-20,2021,8,20,La Niña Forte,49.0,27.4,79.0,21.7,1011.6,Seca
2021-08-21,2021,8,21,La Niña Forte,39.1,27.5,84.6,13.2,1014.2,Seca
2021-08-22,2021,8,22,La Niña Forte,85.5,28.2,79.9,13.7,1006.5,Seca
2021-08-23,2021,8,23,La Niña Forte,26.8,27.5,90.5,17.9,1010.1,Seca
2021-08-24,2021,8,24,La Niña Forte,17.9,26.9,73.6,17.4,1013.3,Seca
2021-08-25,2021,8,25,La Niña Forte,19.0,26.9,74.0,17.9,1018.0,Seca
2021-08-26,2021,8,26,La Niña Forte,17.5,27.8,77.1,13.1,1011.5,Seca
2021-08-27,2021,8,27,La Niña Forte,16.4,28.1,85.0,14.6,1011.6,Seca
2021-08-28,2021,8,28,La Niña Forte,0.0,27.8,87.4,26.4,1010.6,Seca
2021-08-29,2021,8,29,La Niña Forte,9.5,27.2,89.5,26.4,1013.4,Seca
2021-08-30,2021,8,30,La Niña Forte,42.5,26.9,89.1,10.6,1017.4,Seca
2021-08-31,2021,8,31,La Niña Forte,88.4,26.8,79.9,24.8,1010.8,Seca
2021-09-01,2021,9,1,La Niña Forte,56.8,26.5,80.6,16.0,1009.7,Seca
2021-09-02,2021,9,2,La Niña Forte,47.2,28.5,74.0,10.1,1017.2,Seca
2021-09-03,2021,9,3,La Niña Forte,0.0,27.7,85.2,20.2,1011.8,Seca
2021-09-04,2021,9,4,La Niña Forte,46.9,26.4,84.5,12.6,1011.8,Seca
2021-09-05,2021,9,5,La Niña Forte,18.5,28.7,85.5,19.2,1009.2,Seca
2021-09-06,2021,9,6,La Niña Forte,1.0,27.2,79.1,15.4,1011.4,Seca
2021-09-07,2021,9,7,La Niña Forte,31.4,27.4,73.5,22.5,1016.0,Seca
2021-09-08,2021,9,8,La Niña Forte,28.3,26.6,83.8,15.1,1007.9,Seca
2021-09-09,2021,9,9,La Niña Forte,0.0,27.5,81.9,13.5,1015.7,Seca
2021-09-10,2021,9,10,La Niña Forte,30.6,27.2,74.8,19.5,1012.8,Seca
2021-09-11,2021,9,11,La Niña Forte,2.5,27.8,75.2,26.8,1015.7,Seca
2021-09-12,2021,9,12,La Niña Forte,20.8,27.5,79.1,14.7,1004.7,Seca
2021-09-13,2021,9,13,La Niña Forte,25.1,28.0,88.4,13.5,1010.1,Seca
2021-09-14,2021,9,14,La Niña Forte,0.0,28.2,76.5,25.3,1011.1,Seca
2021-09-15,2021,9,15,La Niña Forte,12.5,27.7,85.4,10.8,1010.8,Seca
2021-09-16,2021,9,16,La Niña Forte,17.6,28.0,77.4,12.8,1014.8,Seca
